"Adverse Events Category","AE/Supra-ordinate Term","Select AE","Grade","Description"
"RENAL/GENITOURINARY","Perforation, GU","Stoma",3,"Symptomatic, operative intervention indicated"
"RENAL/GENITOURINARY","Perforation, GU","Stoma",4,"Life-threatening consequences or organ failure; operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Perforation, GU","Stoma",5,"Death"
"RENAL/GENITOURINARY","Perforation, GU","Testes",1,"Asymptomatic radiographic findings only"
"RENAL/GENITOURINARY","Perforation, GU","Testes",2,"Symptomatic, associated with altered renal/GU function"
"RENAL/GENITOURINARY","Perforation, GU","Testes",3,"Symptomatic, operative intervention indicated"
"RENAL/GENITOURINARY","Perforation, GU","Testes",4,"Life-threatening consequences or organ failure; operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Perforation, GU","Testes",5,"Death"
"RENAL/GENITOURINARY","Perforation, GU","Ureter",1,"Asymptomatic radiographic findings only"
"RENAL/GENITOURINARY","Perforation, GU","Ureter",2,"Symptomatic, associated with altered renal/GU function"
"RENAL/GENITOURINARY","Perforation, GU","Ureter",3,"Symptomatic, operative intervention indicated"
"RENAL/GENITOURINARY","Perforation, GU","Ureter",4,"Life-threatening consequences or organ failure; operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Perforation, GU","Ureter",5,"Death"
"RENAL/GENITOURINARY","Perforation, GU","Urethra",1,"Asymptomatic radiographic findings only"
"RENAL/GENITOURINARY","Perforation, GU","Urethra",2,"Symptomatic, associated with altered renal/GU function"
"RENAL/GENITOURINARY","Perforation, GU","Urethra",3,"Symptomatic, operative intervention indicated"
"RENAL/GENITOURINARY","Perforation, GU","Urethra",4,"Life-threatening consequences or organ failure; operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Perforation, GU","Urethra",5,"Death"
"RENAL/GENITOURINARY","Perforation, GU","Uterus",1,"Asymptomatic radiographic findings only"
"RENAL/GENITOURINARY","Perforation, GU","Uterus",2,"Symptomatic, associated with altered renal/GU function"
"RENAL/GENITOURINARY","Perforation, GU","Uterus",3,"Symptomatic, operative intervention indicated"
"RENAL/GENITOURINARY","Perforation, GU","Uterus",4,"Life-threatening consequences or organ failure; operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Perforation, GU","Uterus",5,"Death"
"RENAL/GENITOURINARY","Perforation, GU","Vagina",1,"Asymptomatic radiographic findings only"
"RENAL/GENITOURINARY","Perforation, GU","Vagina",2,"Symptomatic, associated with altered renal/GU function"
"RENAL/GENITOURINARY","Perforation, GU","Vagina",3,"Symptomatic, operative intervention indicated"
"RENAL/GENITOURINARY","Perforation, GU","Vagina",4,"Life-threatening consequences or organ failure; operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Perforation, GU","Vagina",5,"Death"
"RENAL/GENITOURINARY","Perforation, GU","Vas deferens",1,"Asymptomatic radiographic findings only"
"RENAL/GENITOURINARY","Perforation, GU","Vas deferens",2,"Symptomatic, associated with altered renal/GU function"
"RENAL/GENITOURINARY","Perforation, GU","Vas deferens",3,"Symptomatic, operative intervention indicated"
"RENAL/GENITOURINARY","Perforation, GU","Vas deferens",4,"Life-threatening consequences or organ failure; operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Perforation, GU","Vas deferens",5,"Death"
"RENAL/GENITOURINARY","Prolapse of stoma, GU",,1,"Asymptomatic; special intervention, extraordinary care not indicated"
"RENAL/GENITOURINARY","Prolapse of stoma, GU",,2,"Extraordinary local care or maintenance; minor revision under local anesthesia indicated"
"RENAL/GENITOURINARY","Prolapse of stoma, GU",,3,"Dysfunctional stoma; operative intervention or major stomal revision indicated"
"RENAL/GENITOURINARY","Prolapse of stoma, GU",,4,"Life-threatening consequences"
"RENAL/GENITOURINARY","Prolapse of stoma, GU",,5,"Death"
"RENAL/GENITOURINARY","Renal failure",,3,"Chronic dialysis not indicated"
"RENAL/GENITOURINARY","Renal failure",,4,"Chronic dialysis or renal transplant indicated"
"RENAL/GENITOURINARY","Renal failure",,5,"Death"
"RENAL/GENITOURINARY","Renal/Genitourinary - Other (Specify, __)",,1,"Mild"
"RENAL/GENITOURINARY","Renal/Genitourinary - Other (Specify, __)",,2,"Moderate"
"RENAL/GENITOURINARY","Renal/Genitourinary - Other (Specify, __)",,3,"Severe"
"RENAL/GENITOURINARY","Renal/Genitourinary - Other (Specify, __)",,4,"Life-threatening; disabling"
"RENAL/GENITOURINARY","Renal/Genitourinary - Other (Specify, __)",,5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Bladder",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Bladder",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Bladder",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Bladder",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Bladder",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Fallopian tube",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Fallopian tube",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Fallopian tube",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Fallopian tube",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Fallopian tube",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Prostate",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Prostate",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Prostate",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Prostate",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Prostate",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Spermatic cord",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Spermatic cord",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Spermatic cord",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Spermatic cord",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Spermatic cord",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Stoma",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Stoma",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Stoma",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Stoma",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Stoma",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Testes",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Testes",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Testes",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Testes",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Testes",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Ureter",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Ureter",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Ureter",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Ureter",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Ureter",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Urethra",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Urethra",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Urethra",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Urethra",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Urethra",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Uterus",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Uterus",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Uterus",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Uterus",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Uterus",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vagina",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vagina",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vagina",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vagina",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vagina",5,"Death"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vas deferens",1,"Asymptomatic, radiographic or endoscopic findings only"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vas deferens",2,"Symptomatic but no hydronephrosis, sepsis or renal dysfunction; dilation or endoscopic repair or stent placement indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vas deferens",3,"Symptomatic and altered organ function (e.g., sepsis or hydronephrosis, or renal dysfunction); operative intervention indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vas deferens",4,"Life-threatening consequences; organ failure or operative intervention requiring organ resection indicated"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vas deferens",5,"Death"
"RENAL/GENITOURINARY","Urinary electrolyte wasting (e.g., Fanconi's syndrome, renal tubular acidosis)",,1,"Asymptomatic, intervention not indicated"
"RENAL/GENITOURINARY","Urinary electrolyte wasting (e.g., Fanconi's syndrome, renal tubular acidosis)",,2,"Mild, reversible and manageable with replacement"
"RENAL/GENITOURINARY","Urinary electrolyte wasting (e.g., Fanconi's syndrome, renal tubular acidosis)",,3,"Irreversible, requiring continued replacement"
"RENAL/GENITOURINARY","Urinary frequency/urgency",,1,"Increase in frequency or nocturia up to 2 x normal; enuresis"
"RENAL/GENITOURINARY","Urinary frequency/urgency",,2,"Increase >2 x normal but <hourly"
"RENAL/GENITOURINARY","Urinary frequency/urgency",,3,">=1 x/hr; urgency; catheter indicated"
"RENAL/GENITOURINARY","Urinary retention (including neurogenic bladder)",,1,"Hesitancy or dribbling, no significant residual urine; retention occurring during the immediate postoperative period"
"RENAL/GENITOURINARY","Urinary retention (including neurogenic bladder)",,2,"Hesitancy requiring medication; or operative bladder atony requiring indwelling catheter beyond immediate postoperative period but for <6 weeks"
"RENAL/GENITOURINARY","Urinary retention (including neurogenic bladder)",,3,"More than daily catheterization indicated; urological intervention indicated (e.g., TURP, suprapubic tube, urethrotomy)"
"RENAL/GENITOURINARY","Urinary retention (including neurogenic bladder)",,4,"Life-threatening consequences; organ failure (e.g., bladder rupture); operative intervention requiring organ resection indicated"
